mets,genes,rxns,,"# we removed the transcript ids such as .1, .2 …etc and removed duplicates to maitain the unique genes "
,,HMR_0308,,
,,HMR_0309,,
,,HMR_0310,,
,,HMR_0311,,
,,HMR_0317,,
,,HMR_0319,,
,,HMR_0321,,
,,HMR_0322,,
,,HMR_0323,,
,,HMR_0324,,
,,HMR_0325,,
,,HMR_0326,,
,,HMR_0327,,
,,HMR_0328,,
,,HMR_0329,,
,,HMR_0342,,
,,HMR_0343,,
,,HMR_0344,,
,,HMR_0345,,
,,HMR_0346,,
,,HMR_0347,,
,,HMR_0350,,
,,HMR_0354,,
,,HMR_0358,,
,,HMR_0359,,
,,HMR_0362,,
,,HMR_0363,,
,,HMR_0366,,
,,HMR_0367,,
,,HMR_0370,,
,,HMR_0371,,
,,HMR_0374,,
,,HMR_0375,,
,,HMR_0378,,
,,HMR_0380,,
,,HMR_0381,,
,,HMR_0382,,
,,HMR_0383,,
,,HMR_0384,,
,,HMR_0385,,
,,HMR_0386,,
,,HMR_0387,,
,,HMR_0388,,
,,HMR_0389,,
,,HMR_0390,,
,,HMR_0391,,
,,HMR_0392,,
,,HMR_0393,,
,,HMR_0394,,
,,HMR_0395,,
,,HMR_0398,,
,,HMR_0402,,
,,HMR_0406,,
,,HMR_0410,,
,,HMR_0414,,
,,HMR_0415,,
,,HMR_0418,,
,,HMR_0419,,
,,HMR_0422,,
,,HMR_0423,,
,,HMR_0426,,
,,HMR_0427,,
,,HMR_0428,,
,,HMR_0429,,
,,HMR_0430,,
,,HMR_0431,,
,,HMR_0432,,
,,HMR_0433,,
,,HMR_0434,,
,,HMR_0435,,
,,HMR_0436,,
,,HMR_0437,,
,,HMR_0438,,
,,HMR_0439,,
,,HMR_0462,,
,,HMR_0463,,
,,HMR_0467,,
,,HMR_0468,,
,,HMR_0469,,
,,HMR_0470,,
,,HMR_0477,,
,,HMR_0478,,
,,HMR_0482,,
,,HMR_0484,,
,,HMR_0486,,
,,HMR_0487,,
,,HMR_0488,,
,,HMR_0489,,
,,HMR_0490,,
,,HMR_0491,,
,,HMR_0492,,
,,HMR_0495,,
,,HMR_0496,,
,,HMR_0497,,
,,HMR_0498,,
,,HMR_0500,,
,,HMR_0501,,
,,HMR_0503,,
,,HMR_0504,,
,,HMR_0505,,
,,HMR_0506,,
,,HMR_0507,,
,,HMR_0508,,
,,HMR_0509,,
,,HMR_0510,,
,,HMR_0511,,
,,HMR_0512,,
,,HMR_0513,,
,,HMR_0514,,
,,HMR_0515,,
,,HMR_0516,,
,,HMR_0517,,
,,HMR_0518,,
,,HMR_0519,,
,,HMR_0520,,
,,HMR_0521,,
,,HMR_0522,,
,,HMR_0523,,
,,HMR_0524,,
,,HMR_0525,,
,,HMR_0526,,
,,HMR_0527,,
,,HMR_0528,,
,,HMR_0529,,
,,HMR_0530,,
,,HMR_0531,,
,,HMR_0532,,
,,HMR_0533,,
,,HMR_0535,,
,,HMR_0536,,
,,HMR_0538,,
,,HMR_0539,,
,,HMR_0540,,
,,HMR_0541,,
,,HMR_0542,,
,,HMR_0543,,
,,HMR_0544,,
,,HMR_0545,,
,,HMR_0546,,
,,HMR_0547,,
,,HMR_0548,,
,,HMR_0549,,
,,HMR_0550,,
,,HMR_0551,,
,,HMR_0552,,
,,HMR_0553,,
,,HMR_0555,,
,,HMR_0556,,
,,HMR_0557,,
,,HMR_0558,,
,,HMR_0559,,
,,HMR_0560,,
,,HMR_0561,,
,,HMR_0578,,
,,HMR_0579,,
,,HMR_0580,,
,,HMR_0581,,
,,HMR_0582,,
,,HMR_0586,,
,,HMR_0587,,
,,HMR_0588,,
,,HMR_0589,,
,,HMR_0590,,
,,HMR_0591,,
,,HMR_0592,,
,,HMR_0593,,
,,HMR_0594,,
,,HMR_0597,,
,,HMR_0598,,
,,HMR_0599,,
,,HMR_0600,,
,,HMR_0601,,
,,HMR_0602,,
,,HMR_0605,,
,,HMR_0607,,
,,HMR_0612,,
,,HMR_0613,,
,,HMR_0614,,
,,HMR_0615,,
,,HMR_0616,,
,,HMR_0625,,
,,HMR_0629,,
,,HMR_0630,,
,,HMR_0632,,
,,HMR_0633,,
,,HMR_0634,,
,,HMR_0641,,
,,HMR_0642,,
,,HMR_0643,,
,,HMR_0644,,
,,HMR_0645,,
,,HMR_0646,,
,,HMR_0647,,
,,HMR_0652,,
,,HMR_0653,,
,,HMR_0654,,
,,HMR_0657,,
,,HMR_0663,,
,,HMR_0664,,
,,HMR_0665,,
,,HMR_0667,,
,,HMR_0668,,
,,HMR_0669,,
,,HMR_0670,,
,,HMR_0671,,
,,HMR_0672,,
,,HMR_0673,,
,,HMR_0674,,
,,HMR_0675,,
,,HMR_0676,,
,,HMR_0677,,
,,HMR_0678,,
,,HMR_0679,,
,,HMR_0680,,
,,HMR_0681,,
,,HMR_0682,,
,,HMR_0683,,
,,HMR_0684,,
,,HMR_0685,,
,,HMR_0686,,
,,HMR_0687,,
,,HMR_0688,,
,,HMR_0689,,
,,HMR_0690,,
,,HMR_0691,,
,,HMR_0692,,
,,HMR_0703,,
,,HMR_0705,,
,,HMR_0706,,
,,HMR_0707,,
,,HMR_0708,,
,,HMR_0715,,
,,HMR_0716,,
,,HMR_0717,,
,,HMR_0718,,
,,HMR_0719,,
,,HMR_0733,,
,,HMR_0750,,
,,HMR_0753,,
,,HMR_0758,,
,,HMR_0761,,
,,HMR_0763,,
,,HMR_0765,,
,,HMR_0767,,
,,HMR_0769,,
,,HMR_0770,,
,,HMR_0771,,
,,HMR_0775,,
,,HMR_0783,,
,,HMR_0792,,
,,HMR_0793,,
,,HMR_0795,,
,,HMR_0803,,
,,HMR_0805,,
,,HMR_0806,,
,,HMR_0807,,
,,HMR_0808,,
,,HMR_0809,,
,,HMR_0810,,
,,HMR_0811,,
,,HMR_0812,,
,,HMR_0813,,
,,HMR_0814,,
,,HMR_0815,,
,,HMR_0816,,
,,HMR_0817,,
,,HMR_0819,,
,,HMR_0820,,
,,HMR_0821,,
,,HMR_0822,,
,,HMR_0823,,
,,HMR_0824,,
,,HMR_0825,,
,,HMR_0827,,
,,HMR_0828,,
,,HMR_0829,,
,,HMR_0830,,
,,HMR_0831,,
,,HMR_0834,,
,,HMR_0835,,
,,HMR_0836,,
,,HMR_0837,,
,,HMR_0839,,
,,HMR_0840,,
,,HMR_0841,,
,,HMR_0842,,
,,HMR_0843,,
,,HMR_0844,,
,,HMR_0846,,
,,HMR_0847,,
,,HMR_0848,,
,,HMR_0849,,
,,HMR_0851,,
,,HMR_0852,,
,,HMR_0853,,
,,HMR_0854,,
,,HMR_0855,,
,,HMR_0856,,
,,HMR_0857,,
,,HMR_0858,,
,,HMR_0859,,
,,HMR_0860,,
,,HMR_0861,,
,,HMR_0862,,
,,HMR_0863,,
,,HMR_0864,,
,,HMR_0865,,
,,HMR_0866,,
,,HMR_0867,,
,,HMR_0868,,
,,HMR_0870,,
,,HMR_0871,,
,,HMR_0873,,
,,HMR_0875,,
,,HMR_0876,,
,,HMR_0877,,
,,HMR_0878,,
,,HMR_0879,,
,,HMR_0880,,
,,HMR_0881,,
,,HMR_0882,,
,,HMR_0883,,
,,HMR_0884,,
,,HMR_0885,,
,,HMR_0886,,
,,HMR_0887,,
,,HMR_0888,,
,,HMR_0889,,
,,HMR_0890,,
,,HMR_0891,,
,,HMR_0892,,
,,HMR_0893,,
,,HMR_0894,,
,,HMR_0895,,
,,HMR_0896,,
,,HMR_0897,,
,,HMR_0898,,
,,HMR_0899,,
,,HMR_0900,,
,,HMR_0901,,
,,HMR_0902,,
,,HMR_0903,,
,,HMR_0904,,
,,HMR_0905,,
,,HMR_0906,,
,,HMR_0907,,
,,HMR_0908,,
,,HMR_0909,,
,,HMR_0910,,
,,HMR_0911,,
,,HMR_0912,,
,,HMR_0913,,
,,HMR_0917,,
,,HMR_0931,,
,,HMR_0932,,
,,HMR_0933,,
,,HMR_0935,,
,,HMR_0936,,
,,HMR_0937,,
,,HMR_0938,,
,,HMR_0939,,
,,HMR_0940,,
,,HMR_0942,,
,,HMR_0945,,
,,HMR_0946,,
,,HMR_0949,,
,,HMR_0950,,
,,HMR_0953,,
,,HMR_0954,,
,,HMR_0957,,
,,HMR_0960,,
,,HMR_0962,,
,,HMR_0963,,
,,HMR_0966,,
,,HMR_0979,,
,,HMR_0981,,
,,HMR_0984,,
,,HMR_0985,,
,,HMR_0986,,
,,HMR_0987,,
,,HMR_0988,,
,,HMR_0989,,
,,HMR_0990,,
,,HMR_0991,,
,,HMR_0992,,
,,HMR_0993,,
,,HMR_0994,,
,,HMR_0995,,
,,HMR_0996,,
,,HMR_0997,,
,,HMR_0998,,
,,HMR_0999,,
,,HMR_1026,,
,,HMR_1030,,
,,HMR_1033,,
,,HMR_1034,,
,,HMR_1037,,
,,HMR_1039,,
,,HMR_1040,,
,,HMR_1041,,
,,HMR_1042,,
,,HMR_1062,,
,,HMR_1063,,
,,HMR_1064,,
,,HMR_1065,,
,,HMR_1066,,
,,HMR_1067,,
,,HMR_1068,,
,,HMR_1069,,
,,HMR_1070,,
,,HMR_1073,,
,,HMR_1074,,
,,HMR_1077,,
,,HMR_1079,,
,,HMR_1081,,
,,HMR_1084,,
,,HMR_1085,,
,,HMR_1087,,
,,HMR_1089,,
,,HMR_1092,,
,,HMR_1094,,
,,HMR_1095,,
,,HMR_1097,,
,,HMR_1099,,
,,HMR_1102,,
,,HMR_1104,,
,,HMR_1115,,
,,HMR_1117,,
,,HMR_1126,,
,,HMR_1127,,
,,HMR_1129,,
,,HMR_1135,,
,,HMR_1143,,
,,HMR_1144,,
,,HMR_1145,,
,,HMR_1148,,
,,HMR_1150,,
,,HMR_1154,,
,,HMR_1156,,
,,HMR_1158,,
,,HMR_1160,,
,,HMR_1172,,
,,HMR_1173,,
,,HMR_1185,,
,,HMR_1186,,
,,HMR_1187,,
,,HMR_1188,,
,,HMR_1189,,
,,HMR_1190,,
,,HMR_1197,,
,,HMR_1198,,
,,HMR_1199,,
,,HMR_1214,,
,,HMR_1215,,
,,HMR_1227,,
,,HMR_1232,,
,,HMR_1240,,
,,HMR_1242,,
,,HMR_1243,,
,,HMR_1247,,
,,HMR_1252,,
,,HMR_1266,,
,,HMR_1267,,
,,HMR_1268,,
,,HMR_1269,,
,,HMR_1280,,
,,HMR_1283,,
,,HMR_1284,,
,,HMR_1286,,
,,HMR_1302,,
,,HMR_1303,,
,,HMR_1305,,
,,HMR_1306,,
,,HMR_1307,,
,,HMR_1311,,
,,HMR_1312,,
,,HMR_1315,,
,,HMR_1316,,
,,HMR_1317,,
,,HMR_1318,,
,,HMR_1319,,
,,HMR_1320,,
,,HMR_1321,,
,,HMR_1325,,
,,HMR_1328,,
,,HMR_1329,,
,,HMR_1331,,
,,HMR_1332,,
,,HMR_1336,,
,,HMR_1337,,
,,HMR_1338,,
,,HMR_1341,,
,,HMR_1344,,
,,HMR_1373,,
,,HMR_1374,,
,,HMR_1388,,
,,HMR_1390,,
,,HMR_1391,,
,,HMR_1392,,
,,HMR_1393,,
,,HMR_1403,,
,,HMR_1404,,
,,HMR_1405,,
,,HMR_1406,,
,,HMR_1407,,
,,HMR_1408,,
,,HMR_1409,,
,,HMR_1410,,
,,HMR_1411,,
,,HMR_1412,,
,,HMR_1413,,
,,HMR_1414,,
,,HMR_1416,,
,,HMR_1417,,
,,HMR_1465,,
,,HMR_1470,,
,,HMR_1473,,
,,HMR_1477,,
,,HMR_1478,,
,,HMR_1479,,
,,HMR_1490,,
,,HMR_1493,,
,,HMR_1494,,
,,HMR_1495,,
,,HMR_1496,,
,,HMR_1502,,
,,HMR_1503,,
,,HMR_1504,,
,,HMR_1505,,
,,HMR_1509,,
,,HMR_1512,,
,,HMR_1516,,
,,HMR_1526,,
,,HMR_1532,,
,,HMR_1536,,
,,HMR_1538,,
,,HMR_1539,,
,,HMR_1540,,
,,HMR_1543,,
,,HMR_1544,,
,,HMR_1545,,
,,HMR_1546,,
,,HMR_1547,,
,,HMR_1548,,
,,HMR_1549,,
,,HMR_1550,,
,,HMR_1551,,
,,HMR_1552,,
,,HMR_1557,,
,,HMR_1558,,
,,HMR_1565,,
,,HMR_1620,,
,,HMR_1623,,
,,HMR_1627,,
,,HMR_1629,,
,,HMR_1630,,
,,HMR_1631,,
,,HMR_1637,,
,,HMR_1651,,
,,HMR_1653,,
,,HMR_1665,,
,,HMR_1666,,
,,HMR_1681,,
,,HMR_1685,,
,,HMR_1689,,
,,HMR_1694,,
,,HMR_1701,,
,,HMR_1703,,
,,HMR_1704,,
,,HMR_1706,,
,,HMR_1708,,
,,HMR_1710,,
,,HMR_1730,,
,,HMR_1735,,
,,HMR_1737,,
,,HMR_1738,,
,,HMR_1739,,
,,HMR_1740,,
,,HMR_1741,,
,,HMR_1742,,
,,HMR_1743,,
,,HMR_1744,,
,,HMR_1745,,
,,HMR_1746,,
,,HMR_1747,,
,,HMR_1748,,
,,HMR_1749,,
,,HMR_1750,,
,,HMR_1751,,
,,HMR_1752,,
,,HMR_1753,,
,,HMR_1754,,
,,HMR_1756,,
,,HMR_1758,,
,,HMR_1759,,
,,HMR_1760,,
,,HMR_1761,,
,,HMR_1762,,
,,HMR_1764,,
,,HMR_1765,,
,,HMR_1766,,
,,HMR_1767,,
,,HMR_1768,,
,,HMR_1769,,
,,HMR_1770,,
,,HMR_1771,,
,,HMR_1772,,
,,HMR_1778,,
,,HMR_1781,,
,,HMR_1783,,
,,HMR_1785,,
,,HMR_1786,,
,,HMR_1798,,
,,HMR_1802,,
,,HMR_1804,,
,,HMR_1807,,
,,HMR_1834,,
,,HMR_1836,,
,,HMR_1838,,
,,HMR_1847,,
,,HMR_1897,,
,,HMR_1916,,
,,HMR_1925,,
,,HMR_1927,,
,,HMR_1928,,
,,HMR_1929,,
,,HMR_1931,,
,,HMR_1932,,
,,HMR_1933,,
,,HMR_1934,,
,,HMR_1935,,
,,HMR_1940,,
,,HMR_1941,,
,,HMR_1942,,
,,HMR_1943,,
,,HMR_1944,,
,,HMR_1948,,
,,HMR_1949,,
,,HMR_1950,,
,,HMR_1951,,
,,HMR_1958,,
,,HMR_1962,,
,,HMR_1967,,
,,HMR_1968,,
,,HMR_1970,,
,,HMR_1971,,
,,HMR_1976,,
,,HMR_1979,,
,,HMR_1980,,
,,HMR_1981,,
,,HMR_1982,,
,,HMR_1983,,
,,HMR_1988,,
,,HMR_1989,,
,,HMR_1990,,
,,HMR_1991,,
,,HMR_1992,,
,,HMR_1993,,
,,HMR_1996,,
,,HMR_2002,,
,,HMR_2003,,
,,HMR_2007,,
,,HMR_2010,,
,,HMR_2011,,
,,HMR_2014,,
,,HMR_2016,,
,,HMR_2018,,
,,HMR_2029,,
,,HMR_2030,,
,,HMR_2031,,
,,HMR_2032,,
,,HMR_2033,,
,,HMR_2034,,
,,HMR_2040,,
,,HMR_2041,,
,,HMR_2061,,
,,HMR_2062,,
,,HMR_2063,,
,,HMR_2065,,
,,HMR_2066,,
,,HMR_2067,,
,,HMR_2076,,
,,HMR_2077,,
,,HMR_2078,,
,,HMR_2080,,
,,HMR_2081,,
,,HMR_2082,,
,,HMR_2087,,
,,HMR_2088,,
,,HMR_2089,,
,,HMR_2090,,
,,HMR_2092,,
,,HMR_2093,,
,,HMR_2094,,
,,HMR_2099,,
,,HMR_2100,,
,,HMR_2101,,
,,HMR_2103,,
,,HMR_2104,,
,,HMR_2105,,
,,HMR_2114,,
,,HMR_2116,,
,,HMR_2127,,
,,HMR_2132,,
,,HMR_2139,,
,,HMR_2140,,
,,HMR_2142,,
,,HMR_2143,,
,,HMR_2190,,
,,HMR_2193,,
,,HMR_2210,,
,,HMR_2211,,
,,HMR_2215,,
,,HMR_2217,,
,,HMR_2218,,
,,HMR_2219,,
,,HMR_2227,,
,,HMR_2228,,
,,HMR_2229,,
,,HMR_2230,,
,,HMR_2231,,
,,HMR_2232,,
,,HMR_2233,,
,,HMR_2234,,
,,HMR_2235,,
,,HMR_2236,,
,,HMR_2237,,
,,HMR_2238,,
,,HMR_2239,,
,,HMR_2240,,
,,HMR_2241,,
,,HMR_2242,,
,,HMR_2243,,
,,HMR_2244,,
,,HMR_2245,,
,,HMR_2246,,
,,HMR_2247,,
,,HMR_2248,,
,,HMR_2249,,
,,HMR_2250,,
,,HMR_2251,,
,,HMR_2252,,
,,HMR_2253,,
,,HMR_2254,,
,,HMR_2255,,
,,HMR_2256,,
,,HMR_2257,,
,,HMR_2258,,
,,HMR_2259,,
,,HMR_2260,,
,,HMR_2261,,
,,HMR_2262,,
,,HMR_2263,,
,,HMR_2264,,
,,HMR_2265,,
,,HMR_2266,,
,,HMR_2267,,
,,HMR_2268,,
,,HMR_2269,,
,,HMR_2270,,
,,HMR_2281,,
,,HMR_2282,,
,,HMR_2284,,
,,HMR_2286,,
,,HMR_2287,,
,,HMR_2288,,
,,HMR_2289,,
,,HMR_2292,,
,,HMR_2293,,
,,HMR_2294,,
,,HMR_2295,,
,,HMR_2296,,
,,HMR_2332,,
,,HMR_2334,,
,,HMR_2336,,
,,HMR_2338,,
,,HMR_2342,,
,,HMR_2343,,
,,HMR_2344,,
,,HMR_2345,,
,,HMR_2347,,
,,HMR_2348,,
,,HMR_2349,,
,,HMR_2350,,
,,HMR_2353,,
,,HMR_2354,,
,,HMR_2355,,
,,HMR_2356,,
,,HMR_2359,,
,,HMR_2361,,
,,HMR_2362,,
,,HMR_2363,,
,,HMR_2364,,
,,HMR_2365,,
,,HMR_2368,,
,,HMR_2374,,
,,HMR_2376,,
,,HMR_2380,,
,,HMR_2391,,
,,HMR_2393,,
,,HMR_2395,,
,,HMR_2403,,
,,HMR_2433,,
,,HMR_2434,,
,,HMR_2435,,
,,HMR_2436,,
,,HMR_2437,,
,,HMR_2438,,
,,HMR_2440,,
,,HMR_2441,,
,,HMR_2443,,
,,HMR_2447,,
,,HMR_2456,,
,,HMR_2457,,
,,HMR_2458,,
,,HMR_2472,,
,,HMR_2484,,
,,HMR_2495,,
,,HMR_2530,,
,,HMR_2533,,
,,HMR_2535,,
,,HMR_2537,,
,,HMR_2540,,
,,HMR_2541,,
,,HMR_2542,,
,,HMR_2543,,
,,HMR_2547,,
,,HMR_2554,,
,,HMR_2558,,
,,HMR_2560,,
,,HMR_2561,,
,,HMR_2564,,
,,HMR_2567,,
,,HMR_2569,,
,,HMR_2571,,
,,HMR_2575,,
,,HMR_2577,,
,,HMR_2578,,
,,HMR_2581,,
,,HMR_2582,,
,,HMR_2585,,
,,HMR_2602,,
,,HMR_2603,,
,,HMR_2604,,
,,HMR_2605,,
,,HMR_2606,,
,,HMR_2607,,
,,HMR_2608,,
,,HMR_2609,,
,,HMR_2610,,
,,HMR_2611,,
,,HMR_2612,,
,,HMR_2613,,
,,HMR_2614,,
,,HMR_2616,,
,,HMR_2618,,
,,HMR_2620,,
,,HMR_2621,,
,,HMR_2622,,
,,HMR_2624,,
,,HMR_2633,,
,,HMR_2634,,
,,HMR_2635,,
,,HMR_2644,,
,,HMR_2648,,
,,HMR_2649,,
,,HMR_2650,,
,,HMR_2651,,
,,HMR_2652,,
,,HMR_2653,,
,,HMR_2655,,
,,HMR_2657,,
,,HMR_2659,,
,,HMR_2660,,
,,HMR_2661,,
,,HMR_2662,,
,,HMR_2666,,
,,HMR_2667,,
,,HMR_2668,,
,,HMR_2669,,
,,HMR_2670,,
,,HMR_2671,,
,,HMR_2673,,
,,HMR_2675,,
,,HMR_2676,,
,,HMR_2677,,
,,HMR_2679,,
,,HMR_2681,,
,,HMR_2682,,
,,HMR_2683,,
,,HMR_2684,,
,,HMR_2685,,
,,HMR_2686,,
,,HMR_2687,,
,,HMR_2688,,
,,HMR_2689,,
,,HMR_2690,,
,,HMR_2691,,
,,HMR_2692,,
,,HMR_2693,,
,,HMR_2695,,
,,HMR_2697,,
,,HMR_2699,,
,,HMR_2700,,
,,HMR_2701,,
,,HMR_2702,,
,,HMR_2703,,
,,HMR_2704,,
,,HMR_2705,,
,,HMR_2706,,
,,HMR_2707,,
,,HMR_2708,,
,,HMR_2709,,
,,HMR_2710,,
,,HMR_2711,,
,,HMR_2712,,
,,HMR_2713,,
,,HMR_2715,,
,,HMR_2718,,
,,HMR_2722,,
,,HMR_2727,,
,,HMR_2731,,
,,HMR_2733,,
,,HMR_2734,,
,,HMR_2735,,
,,HMR_2736,,
,,HMR_2737,,
,,HMR_2738,,
,,HMR_2739,,
,,HMR_2740,,
,,HMR_2741,,
,,HMR_2744,,
,,HMR_2748,,
,,HMR_2753,,
,,HMR_2757,,
,,HMR_2760,,
,,HMR_2764,,
,,HMR_2768,,
,,HMR_2769,,
,,HMR_2770,,
,,HMR_2771,,
,,HMR_2772,,
,,HMR_2773,,
,,HMR_2774,,
,,HMR_2775,,
,,HMR_2776,,
,,HMR_2787,,
,,HMR_2788,,
,,HMR_2789,,
,,HMR_2790,,
,,HMR_2791,,
,,HMR_2792,,
,,HMR_2793,,
,,HMR_2794,,
,,HMR_2795,,
,,HMR_2796,,
,,HMR_2797,,
,,HMR_2798,,
,,HMR_2799,,
,,HMR_2800,,
,,HMR_2805,,
,,HMR_2806,,
,,HMR_2811,,
,,HMR_2812,,
,,HMR_2813,,
,,HMR_2814,,
,,HMR_2815,,
,,HMR_2816,,
,,HMR_2817,,
,,HMR_2819,,
,,HMR_2821,,
,,HMR_2822,,
,,HMR_2823,,
,,HMR_2824,,
,,HMR_2827,,
,,HMR_2829,,
,,HMR_2830,,
,,HMR_2831,,
,,HMR_2832,,
,,HMR_2833,,
,,HMR_2834,,
,,HMR_2835,,
,,HMR_2836,,
,,HMR_2837,,
,,HMR_2838,,
,,HMR_2839,,
,,HMR_2840,,
,,HMR_2841,,
,,HMR_2842,,
,,HMR_2843,,
,,HMR_2844,,
,,HMR_2845,,
,,HMR_2846,,
,,HMR_2847,,
,,HMR_2848,,
,,HMR_2849,,
,,HMR_2850,,
,,HMR_2851,,
,,HMR_2852,,
,,HMR_2853,,
,,HMR_2854,,
,,HMR_2855,,
,,HMR_2856,,
,,HMR_2857,,
,,HMR_2859,,
,,HMR_2861,,
,,HMR_2862,,
,,HMR_2863,,
,,HMR_2864,,
,,HMR_2865,,
,,HMR_2866,,
,,HMR_2867,,
,,HMR_2868,,
,,HMR_2869,,
,,HMR_2870,,
,,HMR_2871,,
,,HMR_2872,,
,,HMR_2873,,
,,HMR_2874,,
,,HMR_2875,,
,,HMR_2876,,
,,HMR_2877,,
,,HMR_2878,,
,,HMR_2879,,
,,HMR_2884,,
,,HMR_2886,,
,,HMR_2888,,
,,HMR_2890,,
,,HMR_2896,,
,,HMR_2897,,
,,HMR_2898,,
,,HMR_2899,,
,,HMR_2900,,
,,HMR_2901,,
,,HMR_2902,,
,,HMR_2903,,
,,HMR_2904,,
,,HMR_2905,,
,,HMR_2906,,
,,HMR_2907,,
,,HMR_2908,,
,,HMR_2910,,
,,HMR_2911,,
,,HMR_2913,,
,,HMR_2914,,
,,HMR_2916,,
,,HMR_2917,,
,,HMR_2918,,
,,HMR_2919,,
,,HMR_2920,,
,,HMR_2922,,
,,HMR_2923,,
,,HMR_2925,,
,,HMR_2926,,
,,HMR_2928,,
,,HMR_2929,,
,,HMR_2930,,
,,HMR_2931,,
,,HMR_2932,,
,,HMR_2942,,
,,HMR_2943,,
,,HMR_2944,,
,,HMR_2945,,
,,HMR_2946,,
,,HMR_2947,,
,,HMR_2948,,
,,HMR_2951,,
,,HMR_2954,,
,,HMR_2955,,
,,HMR_2956,,
,,HMR_2961,,
,,HMR_2962,,
,,HMR_2963,,
,,HMR_2964,,
,,HMR_2965,,
,,HMR_2966,,
,,HMR_2967,,
,,HMR_2968,,
,,HMR_2969,,
,,HMR_2970,,
,,HMR_2971,,
,,HMR_2972,,
,,HMR_2973,,
,,HMR_2974,,
,,HMR_2975,,
,,HMR_2976,,
,,HMR_2977,,
,,HMR_2978,,
,,HMR_2979,,
,,HMR_2980,,
,,HMR_2982,,
,,HMR_2983,,
,,HMR_2985,,
,,HMR_2986,,
,,HMR_2988,,
,,HMR_2989,,
,,HMR_2990,,
,,HMR_2994,,
,,HMR_2998,,
,,HMR_2999,,
,,HMR_3001,,
,,HMR_3002,,
,,HMR_3003,,
,,HMR_3017,,
,,HMR_3018,,
,,HMR_3021,,
,,HMR_3023,,
,,HMR_3053,,
,,HMR_3054,,
,,HMR_3055,,
,,HMR_3056,,
,,HMR_3057,,
,,HMR_3058,,
,,HMR_3059,,
,,HMR_3062,,
,,HMR_3063,,
,,HMR_3064,,
,,HMR_3065,,
,,HMR_3066,,
,,HMR_3067,,
,,HMR_3068,,
,,HMR_3069,,
,,HMR_3070,,
,,HMR_3071,,
,,HMR_3072,,
,,HMR_3073,,
,,HMR_3074,,
,,HMR_3075,,
,,HMR_3076,,
,,HMR_3094,,
,,HMR_3095,,
,,HMR_3096,,
,,HMR_3097,,
,,HMR_3098,,
,,HMR_3099,,
,,HMR_3100,,
,,HMR_3101,,
,,HMR_3102,,
,,HMR_3106,,
,,HMR_3107,,
,,HMR_3108,,
,,HMR_3109,,
,,HMR_3110,,
,,HMR_3111,,
,,HMR_3112,,
,,HMR_3113,,
,,HMR_3114,,
,,HMR_3115,,
,,HMR_3116,,
,,HMR_3117,,
,,HMR_3118,,
,,HMR_3121,,
,,HMR_3128,,
,,HMR_3135,,
,,HMR_3142,,
,,HMR_3149,,
,,HMR_3156,,
,,HMR_3170,,
,,HMR_3171,,
,,HMR_3172,,
,,HMR_3173,,
,,HMR_3174,,
,,HMR_3175,,
,,HMR_3176,,
,,HMR_3177,,
,,HMR_3178,,
,,HMR_3179,,
,,HMR_3180,,
,,HMR_3181,,
,,HMR_3182,,
,,HMR_3183,,
,,HMR_3184,,
,,HMR_3185,,
,,HMR_3186,,
,,HMR_3187,,
,,HMR_3188,,
,,HMR_3189,,
,,HMR_3190,,
,,HMR_3191,,
,,HMR_3192,,
,,HMR_3193,,
,,HMR_3194,,
,,HMR_3195,,
,,HMR_3196,,
,,HMR_3197,,
,,HMR_3198,,
,,HMR_3199,,
,,HMR_3200,,
,,HMR_3201,,
,,HMR_3202,,
,,HMR_3203,,
,,HMR_3204,,
,,HMR_3205,,
,,HMR_3218,,
,,HMR_3219,,
,,HMR_3220,,
,,HMR_3221,,
,,HMR_3222,,
,,HMR_3223,,
,,HMR_3224,,
,,HMR_3225,,
,,HMR_3229,,
,,HMR_3230,,
,,HMR_3231,,
,,HMR_3232,,
,,HMR_3233,,
,,HMR_3234,,
,,HMR_3235,,
,,HMR_3236,,
,,HMR_3237,,
,,HMR_3240,,
,,HMR_3241,,
,,HMR_3242,,
,,HMR_3243,,
,,HMR_3244,,
,,HMR_3245,,
,,HMR_3246,,
,,HMR_3247,,
,,HMR_3272,,
,,HMR_3288,,
,,HMR_3296,,
,,HMR_3316,,
,,HMR_3321,,
,,HMR_3322,,
,,HMR_3326,,
,,HMR_3327,,
,,HMR_3328,,
,,HMR_3329,,
,,HMR_3330,,
,,HMR_3331,,
,,HMR_3332,,
,,HMR_3333,,
,,HMR_3334,,
,,HMR_3335,,
,,HMR_3336,,
,,HMR_3337,,
,,HMR_3338,,
,,HMR_3339,,
,,HMR_3340,,
,,HMR_3341,,
,,HMR_3342,,
,,HMR_3343,,
,,HMR_3344,,
,,HMR_3345,,
,,HMR_3346,,
,,HMR_3347,,
,,HMR_3348,,
,,HMR_3349,,
,,HMR_3350,,
,,HMR_3351,,
,,HMR_3352,,
,,HMR_3353,,
,,HMR_3356,,
,,HMR_3357,,
,,HMR_3358,,
,,HMR_3359,,
,,HMR_3360,,
,,HMR_3361,,
,,HMR_3362,,
,,HMR_3363,,
,,HMR_3375,,
,,HMR_3396,,
,,HMR_3397,,
,,HMR_3398,,
,,HMR_3406,,
,,HMR_3407,,
,,HMR_3408,,
,,HMR_3409,,
