mets,genes,rxns
lstnm2[e],,THRASNTYRt
lstnm4[e],,THRATB0tc
lstnm5[e],,THRCYSNaEx
lstnm7[e],,THRD_L
lvst[e],,THRGLNexR
mdz[e],,THRGLNGLUt
mdzglc[e],,THRGLNNaEx
meracmp[e],,THRGLNTYRt
mhglz[e],,THRGLYexR
ndersv[e],,THRHISHISt
nfd[e],,THRILEARGt
nfdac[e],,THRMETARGt
nfdlac[e],,THRPHEARGt
nfdnpy[e],,THRPHELAT2tc
nfdoh[e],,THRS
oxyp[e],,THRSERARGt
oxy1rb[e],,THRSERNaEx
oxy7rb[e],,THRt4
profvs[e],,THRTHRARGt
ptvst[e],,THRTYRMETt
ptvstlac[e],,THYMDt1
ptvstm3[e],,THYMDtl
pvs[e],,THYMDtm
pvsgluc[e],,THYMt
rsv[e],,THYOCHOLabc
rsvlac[e],,THYOCHOLt
s3meacmp[e],,THYOCHOLt2
smv[e],,THYOXt
smvacid[e],,THYOXt2
stacmp[e],,THYPX
sulpacmp[e],,TIGGLYc
tacr[e],,TKT1
tauribup__S[e],,TKT2
thrfvs[e],,TMABADH
tlacfvs[e],,TMDK1
tmd[e],,TMDK1m
tmdm1[e],,TMDM1hr
tmdm3[e],,TMDM5hr
tmdm5[e],,TMDOATthc
tripvs[e],,TMDPK
tsacmgluc[e],,TMDPP
tsacmsul[e],,TMDS
fvsgluc[r],,TMLYSOX
fvstet[r],,TMNDNCCPT1
fvstetglu[r],,TMNDNCCPT2
fvstetglu[c],,TMNDNCCRNt
fvstet[c],,TPI
tlacfvs[r],,TRDR
fvs[c],,TRDR2
3meacmp[r],,TRDR3
glc3meacp[r],,TREH
glc3meacp[c],,TREHe
tmacmp[r],,TRIDECETH
gtacmp[r],,TRIODTHYSULT
gtacmp[c],,TRIODTHYt
ibupgluc[c],,TRIODTHYt2
ibup__S[r],,TRIPVShc
ibupgluc[r],,TRIPVSteb
ibup__R[c],,TRPALAPROt
ibupcoa__R[c],,TRPARGALAt
ibup__R[r],,TRPASPASPt
2hibup__R[r],,TRPATB0tc
3hibup__R[r],,TRPB0AT3tc
ibupcoa__S[c],,TRPGLNGLNt
ibup__S[c],,TRPGLUGLYt
tauribup__S[c],,TRPGLULEUt
isolvstacid[c],,TRPGLUPROt
lst4exp[c],,TRPGLUTYRt
lstn[r],,TRPGLYASPt
lst4exp[r],,TRPGLYLEUt
lstn1gluc[r],,TRPGLYPHEt
lstn1gluc[c],,TRPGLYVALt
lstn[c],,TRPHISMETt
lstnm1[r],,TRPHYDRO2
lstnm1[c],,TRPILELYSt
lstnm2[r],,TRPILETRPt
lstnm2[c],,TRPLEUVALt
lstnm4[r],,TRPLYSt
lstnm4[c],,TRPMETARGt
lstnm5[r],,TRPMETVALt
lstnm5[c],,TRPO2
lstnm7[c],,TRPPHEt
lstnm7[r],,TRPPROGLYt
lvstacid[c],,TRPPROLEUt
lvst[c],,TRPPROVALt
lvstacid[e],,TRPSERTYRt
lvstacid[r],,TRPt
6hlvstacid[r],,TRPt4
6melvacid[r],,TRPTHRGLUt
lvst[r],,TRPTHRILEt
3hlvst[r],,TRPTHRTYRt
6hlvst[r],,TRPTYRGLNt
6melvst[r],,TRPTYRTYRt
mdzglc[c],,TRPVALASPt
mdz[c],,TRYPTAOX
mhglz[c],,TRYPTAte
rsv[r],,TSTSTERONEGLCte
ndersv[r],,TSTSTERONESULT
ndersv[c],,TSULt4_3
nfdac[r],,TTDCAtr
nfdoh[r],,TTDCEAc
nfdac[c],,TTDCPT1
nfdnpy[r],,TTDCPT2
nfdoh[c],,TTDCRNt
nfdlac[c],,TUDCA3Sabc
nfdnpy[c],,TUDCA3St
nfd[c],,TUDCASULT
udprib[c],,TXASr
oxy1rb[c],,TYMSULT
oxy7rb[c],,TYMte
fvscoa[x],,TYMte2
profvscoa[x],,TYR3MO2
profvscoa[c],,TYRALAPHEt
profvs[c],,TYRALAt
ptvst[c],,TYRARGGLUt
ptvst[r],,TYRARGSERt
ptvstgluc[r],,TYRASE
ptvstlac[r],,TYRASPARGt
ptvstlac[c],,TYRATB0tc
ptvstm13[r],,TYRB0AT3tc
ptvstm3[c],,TYRCBOX
ptvstm3[r],,TYRCYSGLYt
pvsgluc[r],,TYRCYSTHRt
pvsgluc[c],,TYRDHINDOX
rsv[c],,TYRDOPO
rsvgluc[r],,TYRDOPO3
rsvlac[r],,TYRDOPOX
rsvlac[c],,TYRGLUt
s3meacmp[c],,TYRLEUARGt
smvacid[c],,TYROX
simvgluc[r],,TYROXDAc
smvacid[r],,TYRPHELAT2tc
smv[c],,TYRPHETYRt
tmacmp[c],,TYRt
stacmp[c],,TYRt4
tacr[c],,TYRTA
thrfvs[c],,TYRTAim
thsacmp[r],,TYRTHRt
tlacfvs[c],,TYRTRPPHEt
tmdm1[c],,TYRTYRt
tmd[r],,TYRVALMETt
tmdm1[r],,UAG2EMA
tmdm3[c],,UAG4Ei
tmdm3[r],,UAGDP
tmdm5[c],,UCHOLabc
tmdm5[r],,UCHOLt
tmd[c],,UCHOLt2
tripvs[c],,UDCA3Sabc
tsacmgluc[c],,UDCA3St
tsacmgluc[r],,UDCASULT
thsacmp[c],,UDCHOLt
tsacmsul[c],,UDCHOLt2
3hpvscoa[c],,UDPDOLPT_L
3hpvstetcoa[c],,UDPG3DOPA
fvscoa[c],,UDPG4DOPA
mdzglc[r],,UDPG4E
ptvstm13[c],,UDPGALtg
ptvstm13[e],,UDPGD
acmpglut[r],,UDPGLCAter
cysacmp[r],,UDPGLDCg
gly[r],,UDPGP
napqi[r],,UDPXYLtg
paps[r],,UGALGTg
pap[r],,UGALNACtg
1a25dhvitd2[c],,UGCG
1a25dhvitd2[e],,UGLCNACtg
protein[c],,UGLT
h[i],,UGT1A10r_1
focytb5[c],,UGT1A1r
cmpglna[c],,UGT1A2r
ficytb5[c],,UGT1A3r
HC01115[c],,UGT1A4r
,,UGT1A5r
,,UGT1A5r2
,,UGT1A6r
,,UGT1A7r
,,UGT1A8r
,,UGT1A9r
,,UMPK
,,UMPK2
,,UMPK2n
,,UMPK3
,,UMPK3n
,,UMPK4
,,UMPK4n
,,UMPK5
,,UMPK5n
,,UMPK6
,,UMPK6n
,,UMPK7
,,UMPK7n
,,UMPKn
,,UPP3S
,,UPPDC1
,,UPPN
,,UPPRT
,,URAt
,,URCN
,,UREAt
,,UREAt5
,,UREAtm
,,URIDK2m
,,URIK1
,,URIK2
,,URIt
,,URIt2
,,URIt4
,,URIt5
,,Uritl
,,VACCCPT1
,,VACCCPT2
,,VALARGGLYt
,,VALATB0tc
,,VALB0AT3tc
,,VALHISASNt
,,VALLAT1tc
,,VALLEUPHEt
,,VALLYSTYRt
,,VALPHEARGt
,,VALPHELAT2tc
,,VALPROTRPt
,,VALSERARGt
,,VALt4
,,VALTA
,,VALTAim
,,VALtec
,,VALTRPPHEt
,,VALTRPVALt
,,VALVALt
,,VANILPYRc
,,VITEtl
,,VLCS2p
,,VLCS2r
,,VLCSp
,,VLCSr
,,XAND
,,XANDp
,,XAO
,,XAO2
,,XAO2x
,,XAOx
,,XOL7AH3ATP
,,XOL7AH3t
,,XOL7AONEATP
,,XOL7AONEt
,,XOLDIOLONEATP
,,XOLEST182CEH
,,XOLEST183CEH
,,XOLEST205CEH
,,XOLEST226CEH
,,XYLK
,,XYLR
,,XYLt
,,XYLTer
,,XYLUR
,,HPCLx_1
,,P4503A43r
,,PNTEH
,,DHEASABCCte
,,ESTROSABCCte
,,R03184_PLUS_R00647
,,R01115
,,R01803
,,R01465m
,,BIOMASS_reaction
,,ATPM
,,RETH
,,FUT32g
,,FUT33g
,,FUT34g
,,FUT35g
,,HMR_0870
,,HMR_0873
,,HMR_8271
,,10FTHF5GLUtl
,,10FTHF5GLUtm
,,10FTHF6GLUtl
,,10FTHF6GLUtm
,,10FTHF7GLUtl
,,10FTHF7GLUtm
,,10FTHFtl
,,10FTHFtm
,,11DOCRTSLtm
,,11DOCRTSLtr
,,11DOCRTSTRNtm
,,11DOCRTSTRNtr
,,12HARACHDte
,,12HARACHDtr
,,12HPETATP
,,12HPETUPKt
,,12HTACRitr
,,12HTACRtep
,,12HTACRtu
,,12PPDRte
,,1331TAALThr
,,1331TACRhr
,,1331TACRteb
,,1331TACRtev
,,13_CIS_RETNte
,,13DMThr
,,13DMTitr
,,13DMTtep
,,13DMTtu
,,13HTACRitr
,,14HMDZitr
,,14MDZtev
,,1513DTACRhr
,,1513DTALThr
,,1513TACRitr
,,1513TACRtep
,,1513TACRtu
,,1531TACRhr
,,1531TACRitr
,,1531TACRteb
,,1531TACRtev
,,1531TALThr
,,15DMThr
,,15DMTitr
,,15DMTtep
,,15DMTtu
,,15HPETATP
,,15HPETUPKt
,,15KPROSTGF2t
,,18HARACHDte
,,18HARACHDtr
,,1a_24_25VITD2Hm
,,1a25DHVITD3TRn
,,1A25HVITD2t
,,1A25HVITD2tm
,,1a_25VITD2Hm
,,1HIBUPGLUC_Sthv
,,1HIBUPGLUitr
,,1HIBUP_Sitr
,,1HIBUP_Sthv
,,1HMDGLUCitr
,,1HMDZGLUChc
,,1MNCAMt
,,1MNCAMti
,,1OHMDZitr
,,1OHMDZtep
,,1PPDCRp
,,21HPRGNLONEt1
,,21HPRGNLONEt2
,,24_25DHVITD2t
,,24_25DHVITD2tm
,,24_25DHVITD3t
,,24_25DHVITD3tm
,,24NPHte
,,25HVITD2t
,,25HVITD2tin_m
,,25HVITD3t
,,25HVITD3tin_m
,,2DR1PP
,,2H3MVte
,,2HATVACIDGLUCitr
,,2HATVACIDitr
,,2HATVACIDtep
,,2HATVLACGLUCitr
,,2HATVLAChc
,,2HATVLACtep
,,2HIBUPGLUC_Sitr
,,2HIBUPGLUC_Sthv
,,2HIBUP_Ritr
,,2HIBUP_Rthv
,,2HIBUP_Sitr
,,2HIBUP_Sthv
,,2HIVte
,,2HYDOGte
,,2M3HBUc
,,2M3HBUte
,,2M3HBUtm
,,2M3HVACc
,,2M3HVACte
,,2M3OVACm
,,2M3OVACtm
,,2MCITt
,,2MOPtm
,,2OXOADPt
,,2PGtr
,,31DMThr
,,31DMTitr
,,31DMTtep
,,31DMTtu
,,34DHOXPEGt
,,34DHPEt
,,34HPLFM
,,34HPLte
,,34HPLtm
,,34HPPte
,,35CGMPtn
,,35DHPVSitr
,,35DHPVStep
,,35DIODTYRte
,,35DSMVitr
,,35DSMVteb
,,3AIB_Dtm
,,3AIBSYMPt
,,3AIBt
,,3AIBt1
,,3ANTHRNtr
,,3DPHBH1
,,3DPHBH2
,,3H3MGLTc
,,3H3MGLTte
,,3HADPACte
,,3HADPACtxc
,,3HADPACx
,,3HBCOAHLm
,,3HGLUTCOAm
,,3HIBUPGLUC_Sitr
,,3HIBUPGLUC_Sthv
,,3HIBUP_Ritr
,,3HIBUP_Rthv
,,3HIBUP_Sitr
,,3HIBUP_Sthv
,,3HIVAcm
,,3HIVActe
,,3HIVActm
,,3HLVSTACtbc
,,3HLVSTitr
,,3HMPtd
,,3HMPtm
,,3HPPNOHGLUCte
,,3HPPPNOHc
,,3HPPPNOHGLUCc
,,3HPPt
,,3HPPtm
,,3HPVSCOAhc
,,3HPVSCOAitm
,,3HPVSCOAitx
,,3HPVSitr
,,3HPVStep
,,3HPVSTETCOAitm
,,3HPVSTETCOAitx
,,3HPVSTEThc
,,3HPVSTETtev
,,3HSMVACIDteb
,,3HSMVitr
,,3ISPVShc
,,3ISPVSitr
,,3ISPVStep
,,3ITYR_Lte
,,3MEACMPhc
,,3MEACMPitr
,,3MGLUTACc
,,3MGLUTACte
,,3MGLUTACtm
,,3MGLUTRc
,,3MGLUTRte
,,3MHISc
,,3MHISt1
,,3MHISt2
,,3MHISt3
,,3MLDAt
,,3MOBt2im
,,3MOBte
,,3MOPt
,,3MOPt2im
,,3MOX4HOXMte
,,3MOXTYRESSte
,,3MOXTYRt
,,3MTPte
,,3OHACMPitr
,,3OHACMPtev
,,3OHGLUTACm
,,3OHGLUTACte
,,3OHGLUTACtm
,,3OHSEBACte
,,3OHSEBACtxc
,,3OHSEBACx
,,3OHSUBACte
,,3OHSUBACtxc
,,3OHSUBACx
,,3PGtr
,,3SALAOX
,,3SPYRSP
,,3SPYRSPm
,,3UIBtd
,,4AABUTNt
,,4ABUTtcn
,,4ABUTtm
,,4BHGLZABCt
,,4BHGLZhr
,,4BHGLZitr
,,4BHGLZtev
,,4CMCOAS
,,4GLU56DIHDINDt
,,4HATVACIDitr
,,4HATVACIDtep
,,4HATVLAChc
,,4HATVLACitr
,,4HATVLACtep
,,4HBZCOAFm
,,4HBZFm
,,4HBZte
,,4HBZtm
,,4HDEBRISOQUINEte
,,4HMDGLUCitr
,,4HMDGLUCtev
,,4HPRO_LTte
,,4MOPt2im
,,4MOPte
,,4MPTNLte
,,4MPTNLtm
,,4MTOLBUTAMIDEte
,,4NPHSFte
,,4NPHte
,,4OHBUTm
,,4OHBUTtce
,,4OHBUTtmc
,,4OHMDZitr
,,4OHMDZtev
,,4PYRDX
,,4TMEABUTNt1
,,4TMEABUTNt2
,,56DHPVSitr
,,56DHPVStev
,,56DTHMt
,,56DTHMtd
,,56DURAt
,,56DURAtd
,,56EPPVSitr
,,56EPPVStev
,,5A2OPNTNte
,,5A2OPNTNtx
,,5ADTSTSTERONEGLCtr
,,5ADTSTSTERONESte
,,5ADTSTSTERONEte
,,5ADTSTSTERONEtr
,,5AOPt
,,5AOPt2
,,5AOPtm
,,5CYSDOPAt
,,5DHFtl
,,5EIPENCte
,,5G2OXPTte
,,5G2OXPTtx
,,5HOMEPRAZOLEte
,,5HPETATP
,,5HPETtd
,,5MTAte
,,5MTHFt2
,,5OHFVSGLUhc
,,5OHFVSGLUitr
,,5OHFVSGLUtev
,,5OHFVSitr
,,5OHFVSteb
,,5OHHEXAc
,,5OHHEXAte
,,5OXPROt
,,5THFtl
,,5THFtm
,,6AHGLZABCt
,,6AHGLZhr
,,6AHGLZitr
,,6AHGLZtev
,,6BHGLZABCt
,,6BHGLZGLCABCt
,,6BHGLZGLChr
,,6BHGLZGLCitr
,,6BHGLZGLCtev
,,6BHGLZitr
,,6BHGLZtev
,,6CSMVACIDteb
,,6CSMVitr
,,6DHFtl
,,6DHFtm
,,6EPVShc
,,6EPVStep
,,6HLVSTACIDitr
,,6HLVSTitr
,,6HLVSTthep
,,6HMSMVACIDteb
,,6HMSMVitr
,,6HOXMELATNte
,,6HSMVACIDteb
,,6HSMVitr
,,6HTSTSTERONEte
,,6HTSTSTERONEtr
,,6MELVACIDitr
,,6MELVSTitr
,,6MELVSTthep
,,6OHFVSGLUhc
,,6OHFVSGLUitr
,,6OHFVSGLUtev
,,6OHFVSitr
,,6OHFVSteb
,,6THFtl
,,6THFtm
,,7AHGLZABCt
,,7AHGLZhr
,,7AHGLZitr
,,7AHGLZtev
,,7BHGLZABCt
,,7BHGLZGLCABCt
,,7BHGLZGLChr
,,7BHGLZGLCitr
,,7BHGLZGLCtev
,,7BHGLZitr
,,7BHGLZtev
,,7DHCHSTEROLt
,,7DHCHSTEROLtd
,,7DHCHSTEROLtr
,,7DHFtl
,,7DHFtm
,,7HPVSitr
,,7HPVStev
,,7KLITCHOLc
,,7OHOCTAc
,,7OHOCTAte
,,7THFtl
,,7THFtm
,,AACTte
,,AACTtm
,,AADSACYCL
,,AASAD3m
,,ABTD
,,ABTD1
,,ABT_Dt
,,ABTpp2
,,ABTt
,,ACACtx
,,ACALDt
,,ACALDtm
,,ACALDtr
,,ACALDtx
,,ACCOAtn
,,ACDO
,,ACGAGBSIDEtg
,,ACGAGBSIDEtl
,,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte
,,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg
,,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte
,,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
,,ACGALK
,,ACGALK2
,,ACGALtlg
,,ACGALtly
,,ACGALtr
,,ACGAMtly
,,ACGBGBSIDEtg
,,ACGBGBSIDEtl
,,ACGLUtd
,,ACGLUtm
,,ACGLYtc
,,ACGLYte
,,ACHOMm
,,ACHOMte
,,ACHOMtm
,,ACHtn
,,ACILEm
,,ACILEte
,,ACILEtm
,,ACLEUm
,,ACLEUte
,,ACLEUtm
,,ACLYSHYc
,,ACLYSt
,,ACLYStm
,,ACMPdt
,,ACMPGLUitr
,,ACMPGLUTdt
,,ACMPGLUTitr
,,ACMPGLUTTRsc
,,ACMPitr
,,ACN13ACNGALGBSIDEte
,,ACN13ACNGALGBSIDEtg
,,ACN23ACNGALGBSIDEte
,,ACN23ACNGALGBSIDEtg
,,ACNACNGAL14ACGLCGALGLUSIDEte
,,ACNACNGAL14ACGLCGALGLUSIDEtg
,,ACNACNGALGBSIDEte
,,ACNACNGALGBSIDEtg
,,ACNAMt2
,,ACNAMtn
,,ACNAMtr
,,ACNGALACGLCGAL14ACGLCGALGLUSIDEte
,,ACNGALACGLCGAL14ACGLCGALGLUSIDEtg
,,ACNML
,,ACORNt
,,ACRNtr
,,ACt2m
,,ACt2r
,,ACtg
,,ACTHRtc
,,ACTHRte
,,ACtp
,,ACTYRm
,,ACTYRtc
,,ACTYRte
,,ADCim
,,ADD
,,ADNK1m
,,ADNK3
,,ADNK4
,,ADPACDAc
,,ADPACtd
,,ADPACTD
,,ADPOHc
,,ADPOHt
,,ADPtx
,,ADRNCOAtx
,,ADRNLtu
,,ADRNt
,,AFLATOXINte
,,AGMt_m
,,AGPAT4
,,AHANDROSTANGLCtr
,,AHANDROSTANtr
,,AHCYSte
,,AHCYStm
,,AHCYStr
,,AICARte
,,AK2LGCHOLt
,,AKGtp
,,ALAARGCYSr
,,ALAARGGLYr
,,ALAASNLEUr
,,ALA_DTDe
,,ALAGLYLYSr
,,ALAHISALAr
,,ALALYSTHRr
,,ALAtmi
,,ALDSTRNte
,,ALDSTRNtm
,,ALLTNti
,,ALR
,,AM19CShr
,,AM19CSitr
,,AM19CSteb
,,Am19CStev
,,AM1A4NCShc
,,AM1A4NCSteb
,,AM1ACCShr
,,AM1ACCSitr
,,AM1ACCStev
,,AM1ACShr
,,AM1ACSitr
,,AM1ACSteb
,,AM1ACStep
,,AM1ALCShr
,,AM1ALCSitr
,,AM1ALCSteb
,,AM1ALCStep
,,AM1C4N9CShc
,,AM1C4N9CSteb
,,AM1C9CShr
,,AM1C9CSitr
,,AM1C9CSteb
,,AM1C9CStev
,,AM1CCShr
,,AM1CCSitr
,,AM1CCSteb
,,AM1CCStev
,,AM1CGLChr
,,AM1CGLCitr
,,AM1CGLCteb
,,AM1CSAitr
,,Am1CSAteb
,,AM1CSAtep
,,AM4N9CShc
,,AM4N9CShr
,,AM4N9CSitr
,,AM4N9CStev
,,AM4NC9CSteb
,,AM4NCShr
,,AM4NCSitr
,,AM4NCSteb
,,AM4NCStep
,,AM6SAD
,,AM9CSAitr
,,AM9CSAteb
,,AM9CSAtep
,,AMCOXO
,,AMETAMte
,,AMETr
,,AMETt
,,AMETtm
,,AMPtn
,,AMPtp
,,AND19ONEt
,,ANDRSTANDRtr
,,ANDRSTRNGLCtr
,,ANDRSTRNte
,,ANDRSTRNtr
,,ANTHte
,,ANTIPYRENEte
,,AOBUTDsm
,,APNNOXte
,,APOCF
,,APOCFm
,,APOC_LYS_BTNP
,,APOC_LYS_BTNPm
,,APPNNte
,,APRGSTRNABCt
,,APRGSTRNte
,,AQCOBALt
,,ARAB_Lt
,,ARACHCOAtx
,,ARACHDCOAtx
,,ARACHDtr
,,ARACHFATPc
,,ARACHt
,,ARGALAALAr
,,ARGALAPHEr
,,ARGALATHRr
,,ARGARGLYSr
,,ARGARGMETr
,,ARGARGr
,,ARGCYSGLYr
,,ARGCYSSERr
,,ARGDr
,,ARG_Dte
,,ARG_Dtx
,,ARGGLUGLUr
,,ARGGLUPROr
,,ARGGLYGLYr
,,ARGHISTHRr
,,ARGLEUPHEr
,,ARGLYSASPr
,,ARGPHEARGr
,,ARGPROMETr
,,ARGPROTHRr
,,ARGSERSERr
,,ARGSUCte
,,ARGTYRVALr
,,ARGVALCYSr
,,ARGVALTRPr
,,ARTCOAL1_cho
,,ARTCOAL2_cho
,,ARTCOAL3_cho
,,ARTFR208
,,ARTPLM3
,,ARTPLM3m
,,ASCBOX_1
,,ASCBt
,,ASNASNARGr
,,ASNCYSCYSr
,,ASNMETPROr
,,ASNPHEASPr
,,ASNPHECYSr
,,ASNtm
,,ASNTYRGLYr
,,ASNTYRPHEr
,,ASNTYRTHRr
,,ASPALAARGr
,,ASPASNGLUr
,,ASPDTDe
,,ASPDxt
,,ASPGLUPROr
,,ASPGLUr
,,ASPGLUTRPr
,,ASPHISCYSr
,,ASPHISPROr
,,ASPLYSGLUr
,,ASPLYSHISr
,,ASPMETASPr
,,ASPNATm
,,ASPPROLYSr
,,ASPte
,,ASPVALASNr
,,ATP1ter
,,ATP2ter
,,ATPtg
,,ATPtn
,,ATPtx
,,ATVACIDhr
,,ATVACIDitr
,,ATVACIDtdu
,,ATVLACh2r
,,ATVLAChc
,,ATVLAChr
,,ATVLACitr
,,ATVLACtdhc
,,AVITE2t
,,B3GALTg
,,BALABETAtc2
,,BALAPAT1tc2
,,BALAtmr
,,BANDMT
,,BCRNe
,,BETALDHxm
,,BGLUGCHe
,,BGLUTCHLe
,,BGLUTDECHOe
,,BGLYFm
,,BGLYte
,,BGLYtm
,,BHBt
,,BHBtm
,,BILDGLCURtr
,,BILGLCURtr
,,BILIRUBtr
,,BILIVERDt
,,BIOCYTtn
,,BTNTe
,,BTNtn
,,BVITEt
,,BZCOAFm
,,BZt
,,BZtm
,,BZtr
,,C02356t
,,C02592tx
,,C02712tm
,,C03990tr
,,C03990tx
,,C04483t2
,,C04717ATP
,,C04717td
,,C04805ATP
,,C04805td
,,C05298te
,,C05300t
,,C05463t2
,,C05767te
,,C05769te2
,,C05770te3
,,C05953t
,,C05953tm
,,C05957t
,,C05957td
,,C06314t
,,C06315t
,,C06439t
,,C10164te
,,C101CRNe
,,C10CRNe
,,C10DCe
,,C110CPT2m
,,C11695td
,,C12DCACT
,,C12DCe
,,C12DCTD
,,C13856te
,,C141OHe
,,C142OHe
,,C14768ATP
,,C14768td
,,C14769td1
,,C14769td2
,,C14770ATP
,,C14770UPKt
,,C14771ATP
,,C14771UPKt
,,C14825ATP
,,C14825td
,,C14826ATP
,,C14826td
,,C162OHe
,,C16DCe
,,C226COAtx
,,C226CRNt
,,C3DCe
,,C4CRNe
,,C4DCe
,,C5DCe
,,C6CRNe
,,C6DCe
,,C81CRNe
,,C8CRNe
,,C8DCe
,,CA24Gtr
,,CA2t
,,CALAtr
,,CAPROICc
,,CARBIBUP_SGLUthv
,,CARIBUPGLU_Sitr
,,CARIBUP_Rthv
,,CARIBUP_Sitr
,,CARIBUP_Sthv
,,CARN1619Zt_m
,,CARNtr
,,CAROtr
,,CARVEOLte
,,CATr
,,CBASPte
,,CBL2OR
,,CBPter
,,CDCA24Gtr
,,CDCA3Gtr
,,CDPDAGtm
,,CE0328t
,,CE0737te
,,CE0955te
,,CE0955tr
,,CE1243ATP
,,CE1243UPKt
,,CE1261t
,,CE1273t2
,,CE1297t
,,CE1297td
,,CE1401te
,,CE1556td
,,CE1617te
,,CE2026tm
,,CE2028t
,,CE2047te
,,CE2049te
,,CE2172t
,,CE2176t
,,CE2176tm
,,CE2445t
,,CE2510t
,,CE2512te
,,CE2513ATP
,,CE2537ATP
,,CE2934t
,,CE4843HYDc
,,CE4843t
,,CE4843td
,,CE4968tm
,,CE4970tm
,,CE5304t
,,CE5629t
,,CE5643te
,,CE6031t
,,CE6247t
,,CE7081tm
,,CE7081tr
,,CE7082ATP
,,CE7082UPKt
,,CE7083t
,,CE7172ATP
,,CE7172UPKt
,,CERT1tn
,,CHLtm
,,CHOLESTTDe
,,CHOLPtg
,,CHOLPtl
,,CHOLPtn
,,CHOLPtr
,,CHOLtg
,,CHOLtn
,,CHOLtr
,,CHSTEROLSte
,,CHSTEROLt2
,,CHSTEROLt3
,,CHSTEROLtrc
,,CITMCOAHm
,,CITMCOALm
,,CITt2r
,,CLPNDCOAtx
,,CLPNDt
,,CMPACNAtn
,,CO2t
,,CO2ter
,,CO2tg
,,CO2tm
,,CO2tp
,,COAtg
,,COAtl
,,COAtn
,,COAtp
,,COAtr
,,COKEte
,,COKEtr
,,COQ5m
,,Coqe
,,CORE4t
,,CORE5GTg
,,CORE5t
,,CORE7GTg
,,CORE7t
,,CORE8GTg
,,CORE8t
,,CORTSNt
,,CORTSNti
,,COt
,,COUCOAFm
,,COUMARINte
,,CREATtmdiffir
,,CRGLZABCt
,,CRGLZhr
,,CRGLZitr
,,CRGLZtev
,,CRMPte
,,CRMte
,,CRNCAR3tp
,,CRNtp
,,CRNtx
,,CRTNsyn_cho
,,CRTNtr
,,CRTSLt
,,CRTSLtm
,,CRTSLtr
,,CRTSTRNt
,,CRTSTRNtm
,,CRVNCtl
,,CRVNCtr
,,CRVS1tev
,,CRVSATPthc
,,CRVSitr
,,CRVSM1SPhc
,,CRVSM22hc
,,CRVSM22itr
,,CRVSM23tev
,,CRVSM24itr
,,CRVSM24tev
,,CRVSM31hc
,,CRVSM31itr
,,CRVStu
,,CSAitr
,,CSAPASEly
,,CSASULPhc
,,CSASULPteb
,,CSASULPtev
,,CSAtd
,,CSBPASEly
,,CSCPASEly
,,CSDPASEly
,,CSEPASEly
,,CSND
,,CSPG_At
,,CSPG_Atly
,,CSPG_Bt
,,CSPG_Btly
,,CSPG_Ct
,,CSPG_Ctly
,,CSPG_Dt
,,CSPG_Dtly
,,CSPG_Et
,,CSPG_Etly
,,CTPtn
,,CYANt
,,CYANtm
,,CYP2R1
,,CYSACMPAChc
,,CYSACMPitr
,,CYSAMOe
,,CYSAMPtev
,,CYSASNMETr
,,CYSASPPHEr
,,CYSCYSr
,,CYSGLNMETr
,,CYSGLTH
,,CYSGLUHISr
,,CYSGLUTRPr
,,CYSGLYPTASEe_1
,,CYSLEUTHRr
,,CYSSERMETr
,,CYST_Ltr
,,CYSTYRASNr
,,CYTDK2m
,,CYTDtn
,,D_3AIBt
,,DACT
,,DADNK
,,DAG_HSter
,,DAG_HStg
,,DAGt
,,DALAxt
,,DASCBH
,,DATPtm_cho
,,DATPtn
,,DCA24Gtr
,,DCA3Gtr
,,DCATDr
,,DCHOLESTANCOAc
,,DCK1m
,,DCMPtm
,,DCMPtr
,,DCSPTN1COAtx
,,DCSPTN1t
,,DCTPD
,,DCTPtm_cho
,,DCTPtn
,,DDCRNe
,,DDECCRNe
,,DDECE1CRNe
,,DDPGAm
,,DECCRNe
,,DECDICRNe
,,DECDPtm
,,DEDOLP1_L
,,DEDOLP2_L
,,DEDOLR_L
,,DELACCRVSM23hc
,,DEOXFVSitx
,,DEOXFVStev
,,DESAT22_1p
,,DESAT22_2p
,,DESFVSitr
,,DESFVSteb
,,DGCHOLte
,,DGCHOLtx
,,DGK2m
,,DGSNtm
,,DGTPtm_cho
,,DGTPtn
,,DGULND
,,DHAOX_c
,,DHAPtm
,,DHAPtr
,,DHBPTt
,,DHCHOLESTANATEtm
,,DHCRMter
,,DHCRMtg
,,DHEAStr
,,DHEAte
,,DHEAtr
,,DHFtl
,,DHFtm
,,DHGLZABCt
,,DHGLZhc
,,DHGLZtev
,,DHPR2
,,DIDPtn
,,DIGALSGALSIDEte
,,DIGALSGALSIDEtg
,,DIGALSIDEtg
,,DIGALSIDEtl
,,DITPtn
,,DKMPPD
,,DKMPPD3_1
,,DM_12dhchol_c
,,DM_13_cis_oretn_n
,,DM_13_cis_retn_n
,,DM_15HPET_n
,,DM_15HPET_r
,,DM_15HPET_x
,,DM_1a2425thvitd2_m
